以下是贵州省高考志愿填报专业分数线：
年份	生源地	科类	批次	院校名称	专业名称	专业备注	最低分	最低位次	最高分	平均分
2023	贵州	理科	本科一批	清华大学	理科试验班类	理科试验班类（物理学，等全校各专业，新雅书院）	707	-	707	0
2023	贵州	理科	本科一批	清华大学	计算机类	计算机类（计算机科学与技术、软件工程、计算机科学与技术，计算机科学实验班、计算机科学与技术，量子信息班、计算机科学与技术，智班）	701	-	701	0
2023	贵州	理科	本科一批	清华大学	理科试验班类	理科试验班类（信息管理与信息系统、金金融学，经济金融压际班经济、金融与管理）	701	-	701	0
2023	贵州	理科	本科一批	清华大学	电子信息类	电子信息类（电子信息科学与技术）	690	-	701	0
2023	贵州	理科	本科一批	清华大学	理科试验班类	理科试验班类（数学与应用数学、物理学、数理基础科学、工程物理、工程物理，能源实验班，数理）	689	-	698	0
2023	贵州	理科	本科一批	清华大学	临床医学类	临床医学类（临床医学，卓越医师科学家）	686	-	688	0
2023	贵州	理科	本科一批	清华大学	工科试验班类	工科试验班类（机械工程、机械工程，实验班、能源与动力工程、车辆工程、车辆工程，电子信息方向、车辆工程，车身方向、工业工程机械、航空与动力）	686	-	694	0
2023	贵州	理科	本科一批	清华大学	临床医学类	临床医学类（临床医学，协和）	685	-	694	0
2023	贵州	理科	本科一批	清华大学	自动化类	自动化类（自动化、信息管理与信息系统）	685	-	692	0
2023	贵州	理科	本科一批	清华大学	工科试验班类	工科试验班类（生物医学工程、测控技术与仪器、材料科学与工程为先书院）	684	-	684	0
2023	贵州	理科	本科一批	清华大学	工科试验班类	工科试验班类（建筑环境与能源应用工程、日电气工程及其自动化、电气工程及其自动化能源互联网国际班、能源与动力工程能源与电气）	684	-	690	0
2023	贵州	文科	本科一批	清华大学	文科试验班类	文科试验班类（经济与金融，压际班，经济、金融与管理）	680	-	699	0
2023	贵州	文科	本科一批	清华大学	社会科学试验班	社会科学试验班（社会学、经济学、国际政治、国际政治，国际事务与全球治理、心理学、英语、英语，世界文学与文化实验班、日语）	679	-	684	0
2023	贵州	理科	本科一批	北京大学	理科试验班类	理科试验班类（数学类、物理学类、天文学、地球物理学类、计算机类、电子信息类，颐和园路5号）	702	-	702	0
2023	贵州	理科	本科一批	北京大学	数学类	数学类（数学与应用数学，数学、数学与应用数学，概率统计、数学与应用数学，科学与工程计算、数学与应用数学，信息科学、李数学与应用数学，金融，颐和园路5号）	694	-	697	0
2023	贵州	理科	本科一批	北京大学	工商管理类	工商管理类（金融学、金融学，金融经济学、会计学、市场营销，颐和园路5号）	689	-	697	0
2023	贵州	理科	本科一批	北京大学	计算机类	计算机类（计算机科学与技术、智能科学与技术，颐和园路5号）	689	-	693	0
2023	贵州	理科	本科一批	北京大学	生物科学类	生物科学类（生物科学、生物技术，颐和园路5号）	687	-	687	0
2023	贵州	理科	本科一批	北京大学	电子信息类	电子信息类（电子信息科学与技术、微电子科学与工程颐和园路5号）	684	-	687	0
2023	贵州	理科	本科一批	北京大学	物理学类	物理学类（物理学、大气科学，大气与海洋，颐和园路5号）	684	-	688	0
2023	贵州	文科	本科一批	北京大学	文科试验班类	文科试验班类（中国语言文学类、考古学、厂历史学类、哲学类、社会学类、法学、信息管理与信息系统、新闻传播学类、经济学类、工商管理类、公共管理类元培颐和园路5号）	694	-	694	0
2023	贵州	文科	本科一批	北京大学	法学类	法学（颐和园路5号）	686	-	688	0
2023	贵州	文科	本科一批	北京大学	工商管理类	工商管理类（金融学、金融学，金融经济学、会计学、市场营销，颐和园路5号）	684	-	684	0
2023	贵州	文科	本科一批	北京大学	经济学类	经济学类（经济学、金融学、国际经济与贸易、保险学，风险管理与保险、财政学、资源与环境经济学颐和园路5号）	679	-	679	0
2023	贵州	文科	本科一批	北京大学	哲学类	哲学类（哲学、宗教学、哲学科技哲学与逻辑学方向颐和园路5号）	678	-	678	0
2023	贵州	文科	本科一批	北京大学	中国语言文学类	中国语言文学类（汉语言文学、汉语言、古典文献学，颐和园路5号）	677	-	677	0
2023	贵州	文科	本科一批	北京大学	建筑类	城乡规划（颐和园路5号）	676	-	676	0
2023	贵州	文科	本科一批	北京大学	管理科学与工程类	信息管理与信息系统（颐和园路5号）	675	-	675	0
2023	贵州	文科	本科一批	北京大学	新闻传播学类	新闻传播学类（新闻学、广播电视学、广告学、乡编辑出版学，颐和园路5号）	675	-	675	0
2023	贵州	文科	本科一批	北京大学	社会学类	社会学类（社会学、社会工作，颐和园路5号）	674	-	674	0
2023	贵州	文科	本科一批	北京大学	公共管理类	公共管理类（城市管理、行政管理，颐和园路5号）	674	-	674	0
2023	贵州	文科	本科一批	北京大学	政治学类	国际政治（国政、外交学、国际政经，颐和园路5号）	672	-	677	0
2023	贵州	文科	本科一批	北京大学	外国语言文学类	英语（需口试，颐和园路5号，英语）	669	-	670	0
2023	贵州	文科	本科一批	北京大学	历史学类	历史学类（历史学，中国史、世界史、外国语言与外国历史颐和园路5号）	667	37	667	0
2023	贵州	文科	本科一批	北京大学	人文科学试验班	人文科学试验班（艺术史论颐和园路5号）	667	37	667	0
2023	贵州	理科	本科一批	浙江大学	工科试验班	工科试验班（计算机科学与技术、信息安全、人工智能，竺可桢学院图灵班）	680	82	682	0
2023	贵州	理科	本科一批	浙江大学	自动化类	机器人工程（荣誉项目班）	679	84	679	0
2023	贵州	理科	本科一批	浙江大学	医学试验班	医学试验班（临床医学竺可桢学院巴德年医学班）	672	153	678	0
2023	贵州	理科	本科一批	浙江大学	理科试验班类	理科试验班类（数学与应用数学、信息与计算科学、统计学、物理学、心理学、信息管理与信息系统含商务大数据分析双学士学位项目含信息管理与信息系统一统计学双学土学位项目）	668	225	673	0
2023	贵州	理科	本科一批	浙江大学	工科试验班	工科试验班（材料科学与工程、化学工程与工艺、生物工程、高分子材料与工程材料、化工与高分子）	668	225	677	0
2023	贵州	理科	本科一批	浙江大学	工科试验班	工科试验班（计算机科学与技术、信息安全、软件工程、工业设计、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程，信息）	668	225	677	0
2023	贵州	理科	本科一批	浙江大学	心理学类	心理学	661	353	661	0
2023	贵州	理科	本科一批	浙江大学	工商管理类	工商管理	661	353	661	0
2023	贵州	理科	本科一批	浙江大学	公共卫生与预防医学类	预防医学	659	402	660	0
2023	贵州	文科	本科一批	浙江大学	社会科学试验班	社会科学试验班（经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、行政管理、劳动与社会保障、土地资源管理、法学竺可桢学院人文社科实验班）	660	74	660	0
2023	贵州	文科	本科一批	浙江大学	法学类	法学	659	81	659	0
2023	贵州	文科	本科一批	浙江大学	政治学类	政治学与行政学	656	108	656	0
2023	贵州	文科	本科一批	浙江大学	工商管理类	工商管理	656	108	656	0
2023	贵州	文科	本科一批	浙江大学	中国语言文学类	汉语言文学	655	119	656	0
2023	贵州	文科	本科一批	浙江大学	新闻传播学类	新闻学	654	127	655	0
2023	贵州	理科	本科一批	上海交通大学	电子信息类	人工智能（卓越人才试点班）	682	64	682	0
2023	贵州	理科	本科一批	上海交通大学	电子信息类	电子信息类（计算机科学与技术、信息工程、信息安全、自动化IEEE试点班，含双学士学位项目含电子信息类IEEE试点班一数学与应用数学双学士学位项目）	681	74	684	0
2023	贵州	理科	本科一批	上海交通大学	机械类	机械类（机械工程、能源与动力工程钱学森工程科学试点班，含双学十学位项目含机械动力类一数学与应用数学双学士学位项目、能源与动力工程一化学双学士学位项目）	674	123	676	0
2023	贵州	理科	本科一批	上海交通大学	理科试验班类	理科试验班类（数学与应用数学、统计学、物理学、应用物理学、天文学含致远，吴文俊、李政道班，双学士学位项目含物理学一电子科学与技术双学士学位项目）	671	172	675	0
2023	贵州	理科	本科一批	上海交通大学	工科试验班类	工科试验班类（机械类、航空航天工程、智慧能源工程、可持续能源，未来技术学院机电类含机械动力类一数学与应用数学双学士学位项目、能源与动力工程一化学双学士学位项目。8月可自愿申请参加建筑学、莫航班等专业提前分流选拔）	669	203	674	0
2023	贵州	理科	本科一批	上海交通大学	工科试验班类	工科试验班类（电子信息类、生物医学工程信息类8月可自愿申请参加建筑学、莫航班等专业提前分流选拔）	669	203	680	0
2023	贵州	文科	本科一批	上海交通大学	经济管理试验班	经济管理试验班（经济学、金融学、会计学、工商管理、人力资源管理、大数据管理与应用，大数据和商务管理含双学士学位项目含经济学一数学与应用数学双学士学位项目）	667	37	667	0
2023	贵州	理科	本科一批	复旦大学	数学类	数学类（数学与应用数学、信息与计算科学、数据科学与大数据技术，拔尖学生培养基地）	682	64	682	0
2023	贵州	理科	本科一批	复旦大学	经济管理试验班	经济管理试验班（财务管理工商管理、管理科学、信息管理与信息系统、会计学、市场营销、统计学）	678	89	678	0
2023	贵州	理科	本科一批	复旦大学	工科试验班	工科试验班（智能科学与技术、微电子科学与工程、人工智能新工科本研贯通）	675	117	675	0
2023	贵州	理科	本科一批	复旦大学	计算机类	计算机科学与技术（拔尖人才试验班，本研贯通）	671	172	671	0
2023	贵州	理科	本科一批	复旦大学	经济学类	经济学类（经济学、经济学，数理经济方向拔尖项目、经济学，国际项目UIPE、金融学、国际经济与贸易，国际经济学、国际经济与贸易，国际经济学方向、财政学、保险学，拔尖学生培养基地）	669	203	677	0
2023	贵州	理科	本科一批	复旦大学	计算机类	软件工程（国家示范性软件学院）	669	203	669	0
2023	贵州	理科	本科一批	复旦大学	技术科学试验班	技术科学试验班（微电子科学与工程、智能科学与技术，智能信息与系统方向、电子信息科学与技术、通信工程、生物医学工程、光电信息科学与工程、信息安全、电子科学与技术、材料化学、材料物理、高分子材料与工程、计算机科学与技术、理论与应用力学、飞行器设计与工程、保密技术、数据科学与大数据技术拔尖学生培养基地）	664	287	669	0
2023	贵州	理科	本科一批	复旦大学	自然科学试验班	自然科学试验班（物理学、数据科学与大数据技术、大气科学、材料物理、材料化学、电子科学与技术、化学、能源化学、高分子材料与工程、生物科学、生物技术、生态学、环境科学、心理学、光电信息科学与工程、理论与应用力学飞行器设计与工程拔尖学生培养基地）	662	329	671	0
2023	贵州	文科	本科一批	复旦大学	经济学类	经济学类（经济学、经济学，数理经济方向拔尖项目、经济学，国际项目UIPE、金融学、国际经济与贸易，国际经济学、国际经济与贸易，国际经济学方向、财政学、保险学，拔尖学生培养基地）	665	46	669	0
2023	贵州	文科	本科一批	复旦大学	新闻传播学类	新闻传播学类（新闻学、广播电视学、传播学、广告学卓越新闻人才计划）	665	46	665	0
2023	贵州	文科	本科一批	复旦大学	法学类	法学（卓越法律人才基地）	664	52	666	0
2023	贵州	文科	本科一批	复旦大学	社会科学试验班	社会科学试验班（政治学与行政学、行政管理、国际政治、社会学、社会工作）	664	52	664	0
2023	贵州	文科	本科一批	复旦大学	人文科学试验班	人文科学试验班（中国语言文学类、历史学类、哲学类拔尖学生培养基地）	663	57	664	0
2023	贵州	理科	本科一批	南京大学	电子信息类	人工智能	668	225	672	0
2023	贵州	理科	本科一批	南京大学	计算机类	计算机科学与技术	661	353	664	0
2023	贵州	理科	本科一批	南京大学	临床医学类	临床医学（5+3一体化择优推荐直博）	661	353	661	0
2023	贵州	理科	本科一批	南京大学	社会科学试验班	社会科学试验班（法学、编辑出版学、社会学、社会工作、应用心理学、行政管理、劳动与社会保障、图书馆学、档案学、政治学与行政学、国际政治、信息管理与信息系统）	661	353	661	0
2023	贵州	理科	本科一批	南京大学	理科试验班类	理科试验班类（化学类，数学物理生物计算机天文亚明学院大理科班专业分流方向详见我校招生章程）	661	353	669	0
2023	贵州	理科	本科一批	南京大学	电子信息类	电子信息类（电子信息科学与技术、通信工程、微电子科学与工程）	660	386	665	0
2023	贵州	理科	本科一批	南京大学	环境科学与工程类	环境科学与工程类（环境工程、环境科学，环境规划与管理方向、环境科学，环境化学与环境生物方向，环境与健康实验班）	660	386	660	0
2023	贵州	理科	本科一批	南京大学	理科试验班类	理科试验班类（生物科学、生物技术、生态学、化学、应用化学化学与生命科学类）	659	402	659	0
2023	贵州	理科	本科一批	南京大学	金融学类	金融工程（计算机金融实验班含双学士学位）	659	402	665	0
2023	贵州	理科	本科一批	南京大学	计算机类	软件工程（第三、P四年学费为16000元／年）	658	432	667	0
2023	贵州	理科	本科一批	南京大学	经济管理试验班	经济管理试验班（经济学、金融学、金融工程、保险学、经济学，产业经济学方向、工商管理、市场营销、会计学、财务管理、电子商务、工商管理，人力资源方向、国际经济与贸易）	657	460	665	0
2023	贵州	理科	本科一批	南京大学	理科试验班类	理科试验班类（环境工程、地质学、水文与水资源工程、地质工程、地下水科学与工程、地理信息科学、自然地理与资源环境、人文地理与城乡规划、海洋科学、环境科学，环境规划与管理方向环境科学，环境化学与环境生物方向、地质学，古生物方向、地理科学、地球物理学、大气科学、应用气象学、行星科学地球科学与资源环境类）	657	460	657	0
2023	贵州	理科	本科一批	南京大学	工科试验班	工科试验班（材料物理、材料化学、新能源科学与工程、光电信息科学与工程、生物医学工程、自自动化、交建筑学、城乡规划、工业工程类）	655	531	662	0
2023	贵州	理科	本科一批	南京大学	理科试验班	理科试验班（数学与应用数学、信息与计算科学、统计学、物理学、应用物理学、声学、天文学、空间科学与技术、大气科学、应用气象学，数理科学类）	655	531	664	0
2023	贵州	理科	本科一批	南京大学	技术科学试验班	技术科学试验班（数字经济、智能科学与技术，智能化软件、集成电路，智能软件方向第三、D四年学费为16000元／年）	655	531	662	0
2023	贵州	文科	本科一批	南京大学	中国语言文学类	汉语言文学	659	81	659	0
2023	贵州	文科	本科一批	南京大学	经济管理试验班	经济管理试验班（经济学、金融学、金融工程、保险学、经济学，产业经济学方向、工商管理、市场营销、会计学、财务管理、日电子商务、工商管理，人力资源方向、国际经济与贸易）	657	97	659	0
2023	贵州	文科	本科一批	南京大学	社会科学试验班	社会科学试验班（法学、编辑出版学、社会学、社会工作、应用心理学、不行政管理、劳动与社会保障、图书馆学、档案学、政治学与行政学、国际政治、信息管理与信息系统）	657	97	660	0
2023	贵州	文科	本科一批	南京大学	人文科学试验班	人文科学试验班（哲学、汉语国际教育、新闻学、广播电视学、广告学、历史学、考古学、考古学，文物鉴定方向）	657	97	658	0
2023	贵州	理科	本科一批	中国科学技术大学	物理学类	物理学类（物理学、应用物理学、天文学、光电信息科学与工程、量子信息科学金寨路96号）	671	172	671	0
2023	贵州	理科	本科一批	中国科学技术大学	计算机类	计算机类（计算机科学与技术金寨路96号）	671	172	676	0
2023	贵州	理科	本科一批	中国科学技术大学	化学类	化学类（化学金寨路96号）	671	172	671	0
2023	贵州	理科	本科一批	中国科学技术大学	数学类	数学类（数学与应用数学、信息与计算科学金寨路96号）	669	203	669	0
2023	贵州	理科	本科一批	中国科学技术大学	电子信息类	电子信息类（人工智能、信息安全、电子信息工程、通信工程、自动化、电子科学与技术金寨路96号）	667	243	667	0
2023	贵州	理科	本科一批	中国科学技术大学	工科试验班	工科试验班（理论与应用力学、机械设计制造及其自动化、能源与动力工程、安全工程金寨路96号）	667	243	667	0
2023	贵州	理科	本科一批	华中科技大学	临床医学类	临床医学（八年制）	660	386	669	0
2023	贵州	理科	本科一批	华中科技大学	电子信息类	人工智能（未来技术学院本硕博）	660	386	660	0
2023	贵州	理科	本科一批	华中科技大学	计算机类	网络空间安全（启明本硕博实验班）	658	432	660	0
2023	贵州	理科	本科一批	华中科技大学	自动化类	自动化类（人工智能，创新实验班、自动化，卓越计划实验班启明实验班）	655	531	657	0
2023	贵州	理科	本科一批	华中科技大学	电子信息类	电子信息类（光电信息科学与工程，光电卓越计划实验班光电信息科学与工程，王大珩光电创新实验班启明实验班）	655	531	657	0
2023	贵州	理科	本科一批	华中科技大学	机械类	机械设计制造及其自动化（机械卓越计划实验班）	653	583	656	0
2023	贵州	理科	本科一批	华中科技大学	自动化类	自动化类（人工智能、自动化、智能医学工程）	653	583	655	0
2023	贵州	理科	本科一批	华中科技大学	电气类	电气工程及其自动化	652	604	664	0
2023	贵州	理科	本科一批	华中科技大学	计算机类	计算机类（计算机科学与技术、数据科学与大数据技术、智能科学与技术计算机学院）	652	604	653	0
2023	贵州	理科	本科一批	华中科技大学	计算机类	计算机类（网络空间安全、信息安全、密码科学与技术网安学院）	650	660	654	0
2023	贵州	理科	本科一批	华中科技大学	电子信息类	电子信息类（光电信息科学与工程，光电子芯片、光通信、智能光电集成系统光电信息学院）	648	722	655	0
2023	贵州	理科	本科一批	华中科技大学	电子信息类	电子信息类（集成电路设计与集成系统、微电子科学与工程、电子科学与技术，集成电路学院，芯片）	648	722	655	0
2023	贵州	理科	本科一批	华中科技大学	电子信息类	电子信息类（电子信息工程、通信工程、电磁场与无线技术，电信学院）	647	753	651	0
2023	贵州	理科	本科一批	华中科技大学	法学类	法学（湖北武汉）	646	784	646	0
2023	贵州	理科	本科一批	华中科技大学	机械类	机械类（机械设计制造及其自动化，智能制造、先进电子制造、机器人、工业工程、测控技术与仪器）	646	784	647	0
2023	贵州	理科	本科一批	华中科技大学	数学类	数学类（数学与应用数学、统计学、信息与计算科学）	642	944	642	0
2023	贵州	理科	本科一批	华中科技大学	航空航天类	航空航天类（飞行器设计与工程、工程力学）	642	944	646	0
2023	贵州	理科	本科一批	华中科技大学	公共卫生与预防医学类	预防医学（启明本硕博实验班）	640	1032	646	0
2023	贵州	理科	本科一批	华中科技大学	能源动力类	能源动力类（能源与动力工程、新能源科学与工程、储能科学与工程）	640	1032	650	0
2023	贵州	理科	本科一批	华中科技大学	材料类	材料类（材料成型及控制工程、材料科学与工程，3D打印、智能成型、智能材料、新能源）	638	1116	642	0
2023	贵州	理科	本科一批	华中科技大学	药学类	药学（启明本硕博实验班）	636	1210	649	0
2023	贵州	理科	本科一批	华中科技大学	临床医学类	临床医学类（临床医学、医学影像学、儿科学、口腔医学、麻醉学）	636	1210	655	0
2023	贵州	理科	本科一批	华中科技大学	物理学类	物理学类（物理学、应用物理学）	634	1303	642	0
2023	贵州	理科	本科一批	华中科技大学	水利类	水利水电工程（水电控制与优化运行方向）	632	1409	642	0
2023	贵州	理科	本科一批	华中科技大学	建筑类	建筑类（建筑学、城乡规划、风景园林，智慧建筑规划试验班）	632	1409	635	0
2023	贵州	理科	本科一批	华中科技大学	环境科学与工程类	环境科学与工程类（环境工程、给排水科学与工程、建筑环境与能源应用工程，智慧环境试验班）	630	1536	641	0
2023	贵州	理科	本科一批	华中科技大学	生物医学工程类	生物医学工程类（生物医学工程、生物信息学，国家生命科学与技术人才试验班）	626	1779	634	0
2023	贵州	理科	本科一批	华中科技大学	法学类	法学（民族班）湖北武）	612	2867	614	0
2023	贵州	理科	本科一批	华中科技大学	海洋工程类	船舶与海洋工程	606	3459	620	0
2023	贵州	理科	本科一批	华中科技大学	土木类	土木类（智能建造、土木工程、工程管理智能化建造试验班）	606	3459	610	0
2023	贵州	理科	本科一批	武汉大学	临床医学类	临床医学（八年制本博融通）	657	460	659	0
2023	贵州	理科	本科一批	武汉大学	口腔医学类	口腔医学（5十3一体化）	656	493	659	0
2023	贵州	理科	本科一批	武汉大学	金融学类	金融学类（经济学、金融学，弘毅学堂数理经济与数理金融试验班）	650	660	650	0
2023	贵州	理科	本科一批	武汉大学	计算机类	计算机类（计算机科学与技术、人工智能、软件工程，计算机学院）	648	722	650	0
2023	贵州	理科	本科一批	武汉大学	计算机类	计算机类（信息安全、网络空间安全、名密码科学与技术国家网络安全学院）	646	784	651	0
2023	贵州	理科	本科一批	武汉大学	测绘类	遥感科学与技术（含遥感科学与技术、地理国情监测、空间信息与数字技术）	645	821	648	0
2023	贵州	理科	本科一批	武汉大学	电子信息类	电子信息类（通信工程、电波传播与天线、电子信息工程，含电子信息方向、光电子方向、机器人方向）	645	821	646	0
2023	贵州	理科	本科一批	武汉大学	临床医学类	临床医学（5十3一体化）	644	864	650	0
2023	贵州	理科	本科一批	武汉大学	工科试验班	工科试验班（电气工程及其自动化、自自动化、个储能科学与工程电气类）	640	1032	643	0
2023	贵州	理科	本科一批	武汉大学	化学类	化学类（化学、应用化学新能源自强班）	639	1073	646	0
2023	贵州	理科	本科一批	武汉大学	数学类	数学类（数学与应用数学、信息与计算科学、统计学、数据科学与大数据技术）	638	1116	655	0
2023	贵州	理科	本科一批	武汉大学	物理学类	物理学类（物理学、微电子科学与工程）	635	1261	651	0
2023	贵州	理科	本科一批	武汉大学	测绘类	测绘类（测绘工程、导航工程，民族班）湖北武汉）	635	1261	635	0
2023	贵州	理科	本科一批	武汉大学	生物科学类	生物科学类（生物科学、生物技术、生态学）	633	1359	634	0
2023	贵州	理科	本科一批	武汉大学	测绘类	测绘类（测绘工程、导航工程，湖北武汉）	631	1468	644	0
2023	贵州	理科	本科一批	武汉大学	工科试验班	工科试验班（机械设计制造及其自动化、智能制造工程、能源与动力工程、核工程与核技术、能源化学工程，动力与机械类，湖北武汉）	631	1468	643	0
2023	贵州	理科	本科一批	武汉大学	工科试验班	工科试验班（机械设计制造及其自动化、智能制造工程、能源与动力工程、核工程与核技术、能源化学工程，动力与机械类，民族班）湖北武汉）	630	1536	634	0
2023	贵州	理科	本科一批	武汉大学	地球物理学类	地球物理学（弘毅班）	629	1605	630	0
2023	贵州	理科	本科一批	武汉大学	工科试验班	工科试验班（水利水电工程水文与水资源工程、港口航道与海岸工程、农业水利工程、智慧水利水利类）	629	1605	629	0
2023	贵州	理科	本科一批	武汉大学	工科试验班	工科试验班（土木工程、智能建造、给排水科学与工程、工程力学土木类，湖北武汉）	628	1669	631	0
2023	贵州	理科	本科一批	武汉大学	理科试验班	理科试验班（地理信息科学地理科学、土地资源管理空间信息与国土资源类）	628	1669	630	0
2023	贵州	理科	本科一批	武汉大学	临床医学类	临床医学类（临床医学，五年制）	627	1724	646	0
2023	贵州	理科	本科一批	武汉大学	化学类	化学类（化学、应用化学）	627	1724	627	0
2023	贵州	理科	本科一批	武汉大学	药学类	药学类（药学、生物制药，湖北武汉）	627	1724	632	0
2023	贵州	理科	本科一批	武汉大学	工科试验班	"工科试验班（水利水电工程水文与水资源工程、港口航道与海岸工程、""农业水利工程、智慧水利，水利类）"	625	1839	627	0
2023	贵州	理科	本科一批	武汉大学	建筑类	建筑类（建筑学、城乡规划）	624	1914	625	0
2023	贵州	理科	本科一批	武汉大学	理科试验班	理科试验班（地理信息科学、地理科学、土地资源管理空间信息与国士资源类）	623	1977	635	0
2023	贵州	理科	本科一批	武汉大学	药学类	药学类（药学、生物制药，民族班）湖北武汉）	616	2539	637	0
2023	贵州	理科	本科一批	武汉大学	工科试验班	工科试验班（土木工程、智能建造、给排水科学与工程、工程力学土木类，民族班）湖北武汉）	616	2539	617	0
2023	贵州	理科	本科一批	武汉大学	理科试验班	理科试验班（环境科学、环境工程环境类）	615	2617	621	0
2023	贵州	文科	本科一批	武汉大学	经济学类	经济学类（经济学、金融工程、国际经济与贸易、财政学、金融学，含国际金融试验班、保险学，含精算试验班）	656	108	657	0
2023	贵州	文科	本科一批	武汉大学	新闻传播学类	新闻传播学类（新闻学、广播电视学、广告学、传播学）	654	127	656	0
2023	贵州	文科	本科一批	武汉大学	中国语言文学类	中国语言文学类（汉语言文学、汉语国际教育）	654	127	663	0
2023	贵州	文科	本科一批	武汉大学	外国语言文学类	外国语言文学类（英语、法语、德语、日语、西班牙语、俄语、翻译）	653	135	653	0
2023	贵州	文科	本科一批	武汉大学	社会科学试验班	社会科学试验班（图书馆学、编辑出版学、档案学数学文化本硕博试验班）	653	135	656	0
2023	贵州	文科	本科一批	武汉大学	政治学类	政治学类（政治学与行政学外交学）	652	148	654	0
2023	贵州	文科	本科一批	武汉大学	工商管理类	工商管理类（工程管理、市场营销、会计学、财务管理、人力资源管理、管理科学、工商管理，含战略与投资试验班物流管理，供应链运营方向试验班）	652	148	656	0
2023	贵州	文科	本科一批	武汉大学	社会科学试验班	社会科学试验班（图书馆学、档案学、日电子商务、乡编辑出版学，信息管理类）	650	161	652	0
2023	贵州	理科	本科一批	西安交通大学	临床医学类	临床医学（侯宗濂班本研一体）	648	722	660	0
2023	贵州	理科	本科一批	西安交通大学	工科试验班	工科试验班（电气工程及其自动化、能源互联网工程、信息工程、日电子科学与技术、微电子科学与工程、物联网工程、计算机科学与技术、自动化、软件工程、网络空间安全、生物学工程智能电气与信息类）	645	821	662	0
2023	贵州	理科	本科一批	西安交通大学	临床医学类	临床医学（5+3一体化）	644	864	646	0
2023	贵州	理科	本科一批	西安交通大学	医学试验班	医学试验班（临床医学、口腔医学临床类）	627	1724	642	0
2023	贵州	理科	本科一批	西安交通大学	理科试验班	"理科试验班（数学与应用数学、信息与计算科学、统计学、材料物理、光电信息科学与工程、应用物理学、化学、应用化学、生物技术、化学，基础学科卓越计划、生物技术，基础学科卓越计划，含中外合作办学分项目含美国哥伦比亚大学学分项目、宾夕法尼亚大学、加州大学伯克利分校BGA学分项目、加州大学圣塔芭芭拉分校，牛津大学、剑桥大学、澳大利亚昆士兰大学等校的学分项目，中法4+4""双学位项目，生命学院、加州大学伯克利分校文理学院学分项目，生命学院）（中外合作办学）"	624	1914	650	0
2023	贵州	理科	本科一批	西安交通大学	基础医学类	基础医学（国家拔尖计划）	621	2142	631	0
2023	贵州	理科	本科一批	西安交通大学	工科试验班	"工科试验班（能源与动力工程、能源与动力工程，热流国际班、新能源科学与工程、核工程与核技术、环境工程、人居环境科学与技术、化学工程与工艺、过程装备与控制工程、机械工程、智能制造工程、工业设计、车辆工程、飞行器设计与工程、材料科学与工程、工程力学、飞行器动力工程、测控技术与仪器智慧能源与智能制造类含中外合作双学位含美压密西根大学迪尔本分校，UMD3十2双学位项目、中法“4+4""”双学位项目、中法UTT双学位项目、日本京都大学交换生项目：生津大学、剑桥大学、加州大学伯克利分校、月威斯康星大学麦迪逊分校、墨尔本大学，新南威尔士大学，昆士兰大学，加拿大英属哥伦比亚大学等校学分项目）（中外合作办学）"	620	2214	641	0
2023	贵州	理科	本科一批	西安交通大学	工科试验班	工科试验班（大数据管理与应用、工商管理、工业工程、经济学、财政学、金融学、国际经济与贸易、贸易经济、金融工程、经济统计学、电子商务经管类含中外合作办学分项自含美国加州大学伯克利分校文理学院、宾夕法尼亚大学、威斯康星大学麦迪逊分校、加州大学圣塔芭芭拉分校、加州大学戴维斯分校、牛津大学、剑桥大学、加拿大英属哥伦比亚大学、澳大利亚新南威尔士大学、墨尔本大学、昆士兰大学等校学分项目，日本京都大学交换生项目）（中外合作办学）	617	2457	628	0
2023	贵州	理科	本科一批	西安交通大学	医学试验班	医学试验班（医工学、基础医学、法医学、药学、临床药学、制药工程、预防医学，非临床类）	615	2617	623	0
2023	贵州	文科	本科一批	西安交通大学	文科试验班类	文科试验班类（法学，卓越复合班、国际经贸规则，丝路国际班、哲学、社会学、汉语言文学、网络与新媒体、行政管理、劳动与社会保障）	637	418	642	0
2023	贵州	理科	本科一批	中山大学	临床医学类	临床医学（八年制，不招色盲色弱广州校区北校园）	668	225	673	0
2023	贵州	理科	本科一批	中山大学	临床医学类	临床医学（广州，不招色盲色弱广州校区北校园）	640	1032	664	0
2023	贵州	理科	本科一批	中山大学	电子信息类	电子信息类（电子信息科学与技术、通信工程深圳校区）	628	1669	667	0
2023	贵州	理科	本科一批	中山大学	电子信息类	人工智能（珠海校区）	628	1669	637	0
2023	贵州	理科	本科一批	中山大学	电子信息类	微电子科学与工程（深圳校区）	627	1724	641	0
2023	贵州	理科	本科一批	中山大学	工商管理类	工商管理类（工商管理、会计学广州校区东校园）	627	1724	655	0
2023	贵州	理科	本科一批	中山大学	环境科学与工程类	环境科学与工程类（环境科学、环境工程广州校区东校园）	627	1724	637	0
2023	贵州	理科	本科一批	中山大学	地理科学类	地理科学类（自然地理与资源环境、人文地理与城乡规划、地理信息科学、城乡规划，城乡规划专业学制五年广州校区东校园）	627	1724	639	0
2023	贵州	理科	本科一批	中山大学	物理学类	物理学类（物理学、天文学，珠海校区）	627	1724	634	0
