以下是贵州省高考志愿填报专业分数线：
年份	生源地	科类	批次	院校名称	专业名称	专业备注	最低分	最低位次	最高分	平均分
2023	贵州	理科	本科一批	东北大学	生物工程类	生物工程类（生物工程、生物制药入学后部分课程采用英文教材和英语授课，外语语种为非英语的考生请慎重报考）	592	5139	593	0
2023	贵州	理科	本科一批	东北大学	工科试验班	工科试验班（冶金工程、能源与动力工程、新能源科学与工程、环境科学、资源循环科学与工程、新能源材料与器件）	591	5275	598	0
2023	贵州	理科	本科一批	东北大学	材料类	材料类（材料科学与工程、材料成型及控制工程、材料物理）	590	5420	601	0
2023	贵州	理科	本科一批	东北大学	力学类	工程力学	590	5420	590	0
2023	贵州	理科	本科一批	东北大学	自动化类	机器人工程（入学后部分课程采用英文教材和英语授课，列语语种为非英语的考生请慎重报考）	588	5724	588	0
2023	贵州	理科	本科一批	东北大学	工科试验班	工科试验班（矿物加工工程测绘工程、资源勘查工程、环境工程、安全工程、土木工程）	588	5724	591	0
2023	贵州	理科	本科一批	东北大学	物理学类	应用物理学	587	5863	601	0
2023	贵州	理科	本科一批	东北大学	经济管理试验班	经济管理试验班（工商管理、市场营销、会计学、工业工程、信息管理与信息系统、国际经济与贸易、金融学、经济学入学后部分课程采用英文教材和英语授课，外语语种为非英语的考生请慎重报考）	586	6011	599	0
2023	贵州	理科	本科一批	首都医科大学	临床医学类	临床医学（5+3一体化本硕连读专业；不招色盲、色弱、斜视、弱视）	644	864	652	0
2023	贵州	理科	本科一批	首都医科大学	临床医学类	临床医学（不招色盲、色弱、斜视、弱视）	588	5724	636	0
2023	贵州	理科	本科一批	首都医科大学	临床医学类	精神医学（不招色盲、色弱、斜视、弱视）	587	5863	587	0
2023	贵州	理科	本科一批	首都医科大学	临床医学类	儿科学（5+3一体化本硕连读专业；不招色盲、色弱、斜视、豆弱视）	582	6614	586	0
2023	贵州	理科	本科一批	首都医科大学	医学技术类	康复物理治疗（不招色盲、色弱、斜视、弱视）	566	9338	573	0
2023	贵州	理科	本科一批	首都医科大学	药学类	临床药学（不招色盲、色弱、斜视、弱视）	557	11230	557	0
2023	贵州	理科	本科一批	首都医科大学	医学技术类	听力与言语康复学（不招色盲、色弱、分斜视、弱视）	544	14376	580	0
2023	贵州	理科	本科一批	首都医科大学	公共卫生与预防医学类	预防医学（不招色盲、色弱、斜视、弱视）	542	14943	548	0
2023	贵州	理科	本科一批	首都医科大学	药学类	药学（不招色盲、色弱、斜视、弱视）	542	14943	542	0
2023	贵州	理科	本科一批	西安电子科技大学	计算机类	计算机类（计算机科学与技术，国家一流基础拔尖基地、人工智能图灵AI科学实验班树络空旧安全，实验班新工科一流人才引领计划创新实验班南校区）	625	1839	625	0
2023	贵州	理科	本科一批	西安电子科技大学	计算机类	"计算机类（计算机科学与技术、物联网工程、数据科学与大数据技术、软件工程、人工智能、智能科学与技术、信息安全、冈网络工程、网络空间安全大类包含专业""软件工程""、二年级每人每年学费6600元，大三、大四按学分计，每学分不超过400元，总学分不高于80学分。南校区）"	613	2783	622	0
2023	贵州	理科	本科一批	西安电子科技大学	电子信息类	电子信息类（通信工程、信息工程、空间信息与数字技术、电子信息工程、信息对抗技术、遥感科学与技术、电磁场与无线技术、行微电子科学与工程、集成电路设计与集成系统，通信、电子信息、微电子，南校区）	611	2975	628	0
2023	贵州	理科	本科一批	西安电子科技大学	电子信息类	电子信息类（电子科学与技术、光电信息科学与工程、电子信息科学与技术、空间科学与技术、探测制导与控制技术，电子科学、信息物理、空天信息南校区）	609	3153	624	0
2023	贵州	理科	本科一批	西安电子科技大学	自动化类	自动化类（机械设计制造及其自动化、工业设计、自动化、电气工程及其自动化、测控技术与仪器、日电子封装技术、机器人工程智能制造及智能测控，南校区）	608	3254	613	0
2023	贵州	理科	本科一批	西安电子科技大学	材料类	材料类（材料科学与工程、应用化学、纟纳米材料与技术、材料科学与工程，帅昌绪电子材料菁英班电子信息材料与微纳器件南校区）	608	3254	608	0
2023	贵州	理科	本科一批	北京交通大学	理科试验班类	理科试验班类（通信工程、轨道交通信号与控制、计算机科学与技术、人工智能、信息安全、经济学、牛物流管理、交通运输、交通工程、物流工程、系统科学与工程、土木工程、机械工程、电气工程及其自动化、软件工程、应用物理学、工程力学、数学与应用数学詹大佑本博首升试点班詹天佑3+5”本博贯通拔尖创新人才培养特区，本科阶段类内专业任选。只招有该专业志愿考生）	608	3254	612	0
2023	贵州	理科	本科一批	北京交通大学	计算机类	计算机类（计算机科学与技术、计算机科学与技术，铁路信息技术、人工智能、生物联网工程、信息安全、保密技术）	603	3771	616	0
2023	贵州	理科	本科一批	北京交通大学	建筑类	建筑类（建筑学、城乡规划，建筑与规划）	603	3771	603	0
2023	贵州	理科	本科一批	北京交通大学	机械类	机械类（机械工程、车辆工程、测控技术与仪器、能源与动力工程、工业工程智能制造与智能装备，含双学士学位项目工业工程专业为工业工程十统计学双学士学位项目）	602	3876	602	0
2023	贵州	理科	本科一批	北京交通大学	计算机类	软件工程（三四年级学费每学年人民币16万元）	600	4112	604	0
2023	贵州	理科	本科一批	北京交通大学	电子信息类	电子信息类（通信工程、轨道交通信号与控制、自动化、电子科学与技术、信息工程、智能装备与系统通信与控制）	599	4233	607	0
2023	贵州	理科	本科一批	北京交通大学	法学类	法学	595	4752	595	0
2023	贵州	理科	本科一批	北京交通大学	经济管理试验班	经济管理试验班（经济学、数字经济、金融学、金融科技、会计学、贝财务管理、工商管理、工程管理、物流管理、供应链管理、信息管理与信息系统、保密管理）	594	4876	597	0
2023	贵州	理科	本科一批	北京交通大学	电气类	电气类（电气工程及其自动化、电气工程及其自动化，轨道牵引电气化、电气工程及其自动化，新能源国际班含双学士学位项目含电气工程及其自动化十经济学双学士学位项目）	594	4876	606	0
2023	贵州	理科	本科一批	北京交通大学	交通运输类	交通运输类（交通运输，铁道运输、交通运输，城市轨道交通、交通运输，高速铁路客运组织与服务、交通运输民航运输、交通工程、智能运输工程、物流工程、电子商务含双学士学位项目含交通运输十信息与计算科学双学土学位项目）	594	4876	607	0
2023	贵州	理科	本科一批	北京交通大学	理科试验班	理科试验班（信息与计算科学、统计学、数据科学，数学与统计）	594	4876	599	0
2023	贵州	理科	本科一批	北京交通大学	理科试验班	理科试验班（光电信息科学与工程、纳米材料与技术，智能材料、应用物理学，黄昆英才班、工程力学，智能光电与纳米技术）	594	4876	604	0
2023	贵州	理科	本科一批	北京交通大学	机械类	机械类（机械工程、车辆工程、测控技术与仪器、能源与动力工程、工业工程智能制造与智能装备，含双学士学位项目工业工程为工业工程十统计学双学士学位项目；只招少数民族，成绩不得低于学校普通类提档线下40分。入校后插班学习，与其他普通生同等政策）	588	5724	590	0
2023	贵州	理科	本科一批	北京交通大学	土木类	土木类（土木工程、铁道工程智慧建造与智能工程，含双学士学位项目含土木工程十金融学双学十学位项自：只招少数民族，成绩不得低于学校普通类提档线下40分。入校后插班学习，与其他普通生后等政策）	585	6159	587	0
2023	贵州	理科	本科一批	北京交通大学	计算机类	计算机科学与技术（中外合作办学大量全英文授课，专业课全英文教材，要求较好的英语基础。合作方英国兰卡斯特大学，4十0模式，威海校区）（中外合作办学）	555	11678	568	0
2023	贵州	理科	本科一批	北京交通大学	电子信息类	通信工程（中外合作办学大量全英文授课，专业课全英文教材，要求较好的英语基础。合作方英国兰卡斯特大学，4十0模式，威海校区）（中外合作办学）	545	14080	548	0
2023	贵州	理科	本科一批	北京交通大学	管理科学与工程类	信息管理与信息系统（中外合作办学大量全英文授课，专北课全英文教材，要求较好的英语基础。合作方美国罗切斯特理工学院，4十0模式，威海校区）（中外合作办学）	537	16381	537	0
2023	贵州	理科	本科一批	北京交通大学	工商管理类	会计学（中外合作办学大量全英文授课，专业课全英文教材，要求较好的英语基础。合作方英国兰卡斯特大学，4十0模式，威海校区）（中外合作办学）	536	16660	542	0
2023	贵州	理科	本科一批	北京交通大学	环境科学与工程类	环境工程（中外合作办学要求无色盲色弱。大量全英文授课，专业课全英文教材，要求较好的英语基础。合作方英国兰卡斯特大学，4十0模式，威海校区）（中外合作办学）	534	17286	536	0
2023	贵州	理科	本科一批	北京交通大学	工商管理类	工商管理（中外合作办学大量全英文授课，专业课全英文教材，要求较好的英语基础。合作方英国兰卡斯特大学，4十0模式，威海校区）（中外合作办学）	532	17916	539	0
2023	贵州	文科	本科一批	北京交通大学	经济管理试验班	经济管理试验班（经济学、数字经济、金融学、金融科技、会计学、贝财务管理、工商管理、工程管理、物流管理、供应链管理、信息管理与信息系统、保密管理）	614	1235	614	0
2023	贵州	文科	本科一批	北京交通大学	法学类	法学	612	1346	613	0
2023	贵州	文科	本科一批	北京交通大学	新闻传播学类	新闻传播学类（传播学、网络与新媒体）	608	1597	608	0
2023	贵州	文科	本科一批	北京交通大学	外国语言文学类	外国语言文学类（英语、西班牙语、葡萄牙语，英语）	607	1669	614	0
2023	贵州	理科	本科一批	苏州大学	临床医学类	临床医学（5+3一体化）	625	1839	636	0
2023	贵州	理科	本科一批	苏州大学	临床医学类	临床医学	618	2374	625	0
2023	贵州	理科	本科一批	苏州大学	口腔医学类	口腔医学	615	2617	623	0
2023	贵州	理科	本科一批	苏州大学	计算机类	软件工程	605	3557	614	0
2023	贵州	理科	本科一批	苏州大学	临床医学类	医学影像学	601	3998	618	0
2023	贵州	理科	本科一批	苏州大学	计算机类	计算机科学与技术	598	4345	600	0
2023	贵州	理科	本科一批	苏州大学	金融学类	金融数学	597	4482	597	0
2023	贵州	理科	本科一批	苏州大学	电子信息类	人工智能	597	4482	602	0
2023	贵州	理科	本科一批	苏州大学	电子信息类	集成电路设计与集成系统	595	4752	595	0
2023	贵州	理科	本科一批	苏州大学	电气类	电气工程及其自动化	594	4876	615	0
2023	贵州	理科	本科一批	苏州大学	电子信息类	电子信息工程	592	5139	592	0
2023	贵州	理科	本科一批	苏州大学	计算机类	数据科学与大数据技术	592	5139	598	0
2023	贵州	理科	本科一批	苏州大学	电子信息类	电子科学与技术	589	5565	591	0
2023	贵州	理科	本科一批	苏州大学	能源动力类	能源与动力工程	588	5724	588	0
2023	贵州	理科	本科一批	苏州大学	法医学类	法医学	588	5724	602	0
2023	贵州	理科	本科一批	苏州大学	电子信息类	光电信息科学与工程	588	5724	591	0
2023	贵州	理科	本科一批	苏州大学	临床医学类	放射医学	588	5724	592	0
2023	贵州	理科	本科一批	苏州大学	医学技术类	医学检验技术	587	5863	594	0
2023	贵州	理科	本科一批	苏州大学	电子信息类	通信工程	587	5863	589	0
2023	贵州	理科	本科一批	苏州大学	电气类	电气工程与智能控制	587	5863	593	0
2023	贵州	理科	本科一批	苏州大学	中药学类	中药学	586	6011	623	0
2023	贵州	理科	本科一批	苏州大学	财政学类	财政学	586	6011	586	0
2023	贵州	理科	本科一批	苏州大学	经济学类	经济学	586	6011	586	0
2023	贵州	理科	本科一批	苏州大学	统计学类	统计学	586	6011	595	0
2023	贵州	理科	本科一批	苏州大学	数学类	信息与计算科学	585	6159	588	0
2023	贵州	理科	本科一批	苏州大学	机械类	机械电子工程	585	6159	588	0
2023	贵州	理科	本科一批	苏州大学	物理学类	物理学	584	6294	591	0
2023	贵州	理科	本科一批	苏州大学	机械类	机械工程	584	6294	590	0
2023	贵州	理科	本科一批	苏州大学	交通运输类	交通运输	584	6294	587	0
2023	贵州	理科	本科一批	苏州大学	生物工程类	生物制药	583	6442	588	0
2023	贵州	理科	本科一批	苏州大学	机械类	智能制造工程	582	6614	587	0
2023	贵州	理科	本科一批	苏州大学	电子信息类	智能测控工程	582	6614	585	0
2023	贵州	理科	本科一批	苏州大学	药学类	药学（省拔尖人才培养基地）	581	6740	590	0
2023	贵州	理科	本科一批	苏州大学	心理学类	应用心理学	581	6740	581	0
2023	贵州	理科	本科一批	苏州大学	建筑类	建筑学（需具有一定的美术基础）	581	6740	585	0
2023	贵州	理科	本科一批	苏州大学	建筑类	城乡规划（需具有一定的美术基础）	581	6740	586	0
2023	贵州	理科	本科一批	苏州大学	材料类	新能源材料与器件	581	6740	581	0
2023	贵州	理科	本科一批	苏州大学	工商管理类	工商管理	580	6896	580	0
2023	贵州	理科	本科一批	苏州大学	体育学类	运动康复	580	6896	581	0
2023	贵州	理科	本科一批	苏州大学	材料类	材料类（材料科学与工程、高分子材料与工程）	580	6896	581	0
2023	贵州	理科	本科一批	苏州大学	自动化类	机器人工程	580	6896	583	0
2023	贵州	理科	本科一批	苏州大学	临床医学类	儿科学	580	6896	587	0
2023	贵州	理科	本科一批	苏州大学	工商管理类	会计学	579	7072	592	0
2023	贵州	理科	本科一批	苏州大学	建筑类	历史建筑保护工程	579	7072	584	0
2023	贵州	理科	本科一批	苏州大学	机械类	车辆工程	579	7072	582	0
2023	贵州	理科	本科一批	苏州大学	纺织类	服装设计与工程	578	7237	579	0
2023	贵州	理科	本科一批	苏州大学	自动化类	轨道交通信号与控制	578	7237	587	0
2023	贵州	理科	本科一批	苏州大学	化学类	化学类（化学，师范、化学、应用化学）	578	7237	583	0
2023	贵州	理科	本科一批	苏州大学	材料类	冶金工程	577	7393	579	0
2023	贵州	理科	本科一批	苏州大学	材料类	金属材料工程	577	7393	578	0
2023	贵州	理科	本科一批	苏州大学	建筑类	风景园林（需具有一定的美术基础）	577	7393	584	0
2023	贵州	理科	本科一批	苏州大学	轻工类	轻化工程	577	7393	579	0
2023	贵州	理科	本科一批	苏州大学	土木类	建筑环境与能源应用工程	577	7393	578	0
2023	贵州	理科	本科一批	苏州大学	公共卫生与预防医学类	预防医学	577	7393	591	0
2023	贵州	理科	本科一批	苏州大学	物理学类	物理学（师范）	576	7554	576	0
2023	贵州	理科	本科一批	苏州大学	纺织类	非织造材料与工程	576	7554	576	0
2023	贵州	理科	本科一批	苏州大学	纺织类	纺织工程	575	7709	579	0
2023	贵州	理科	本科一批	苏州大学	生物科学类	生物技术	575	7709	585	0
2023	贵州	理科	本科一批	苏州大学	护理学类	护理学	574	7874	577	0
2023	贵州	理科	本科一批	苏州大学	化工与制药类	化学工程与工艺	574	7874	587	0
2023	贵州	理科	本科一批	苏州大学	生物科学类	生物信息学	574	7874	577	0
2023	贵州	理科	本科一批	苏州大学	环境科学与工程类	环境工程	574	7874	585	0
2023	贵州	文科	本科一批	苏州大学	中国语言文学类	汉语言文学（省拔尖人才培养基地）	622	868	622	0
2023	贵州	文科	本科一批	苏州大学	法学类	法学	617	1083	622	0
2023	贵州	文科	本科一批	苏州大学	马克思主义理论类	思想政治教育（师范）	613	1294	614	0
2023	贵州	文科	本科一批	苏州大学	法学类	知识产权	613	1294	613	0
2023	贵州	文科	本科一批	苏州大学	中国语言文学类	汉语言文学（师范）	613	1294	613	0
2023	贵州	文科	本科一批	苏州大学	社会学类	社会学	612	1346	612	0
2023	贵州	文科	本科一批	苏州大学	新闻传播学类	新闻传播学类（新闻学、广告学、网络与新媒体）	612	1346	615	0
2023	贵州	文科	本科一批	苏州大学	外国语言文学类	英语（师范，英语）	611	1411	611	0
2023	贵州	文科	本科一批	苏州大学	外国语言文学类	英语（英语）	611	1411	617	0
2023	贵州	文科	本科一批	苏州大学	公共管理类	行政管理	610	1484	611	0
2023	贵州	文科	本科一批	苏州大学	外国语言文学类	西班牙语（英语）	610	1484	610	0
2023	贵州	文科	本科一批	苏州大学	教育学类	教育学（师范）	610	1484	611	0
2023	贵州	文科	本科一批	苏州大学	工商管理类	人力资源管理	609	1547	611	0
2023	贵州	文科	本科一批	苏州大学	中国语言文学类	汉语国际教育	608	1597	613	0
2023	贵州	文科	本科一批	苏州大学	哲学类	哲学	607	1669	609	0
2023	贵州	文科	本科一批	苏州大学	公共管理类	劳动与社会保障	606	1735	611	0
2023	贵州	文科	本科一批	苏州大学	公共管理类	城市管理	606	1735	610	0
2023	贵州	文科	本科一批	苏州大学	物流管理与工程类	物流管理	606	1735	607	0
2023	贵州	文科	本科一批	苏州大学	外国语言文学类	日语（英语）	606	1735	607	0
2023	贵州	文科	本科一批	苏州大学	历史学类	历史学（师范）	606	1735	613	0
2023	贵州	文科	本科一批	苏州大学	旅游管理类	旅游管理	605	1807	610	0
2023	贵州	文科	本科一批	苏州大学	图书情报与档案管理类	图书情报与档案管理类（档案学、信息资源管理）	605	1807	611	0
2023	贵州	文科	本科一批	苏州大学	外国语言文学类	翻译（英语）	586	3433	606	0
2023	贵州	理科	本科一批	华东理工大学	计算机类	计算机类（计算机科学与技术、软件工程不招不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者。计算机科学与技术、软件工程入选国家一流本科专业建设点，通过国家工程教育专业认证。含拔尖创新人才培养计划，3+1+本硕博贯通制。奉贤校区和徐汇校区）	601	3998	603	0
2023	贵州	理科	本科一批	华东理工大学	工科试验班	工科试验班（人工智能、机器人工程智能与机器人不招色盲者。含拔尖创新人才培养计划，3+1+X本硕博贯通制。奉贤校区和徐汇校区）	601	3998	601	0
2023	贵州	理科	本科一批	华东理工大学	电子信息类	电子信息类（自动化、电气工程及其自动化、信息工程不招色盲者。信息工程、自自动化入选国家一流本科专业建设点、通过国家工程教育专业认证。电气工程及其自动化专业入选上海市一流专业。自动化入选国家特色专业、建有卓越工程师班。含拔尖创新人才培养计划，3+1+X本硕博贯通制。奉贤校区和徐汇校区）	600	4112	600	0
2023	贵州	理科	本科一批	华东理工大学	数学类	数学类（数学与应用数学、信息与计算科学数学与应用数学入选国家一流本科专业建设点。奉贤校区和徐汇校区）	598	4345	599	0
2023	贵州	理科	本科一批	华东理工大学	工科试验班	工科试验班（生物工程、制药工程生物医药不招色弱、色盲、觉迟钝者。生物工程、制药工程专业入选国家首批一流本科专业建设点、国家特色专业、通过国家工程教育专业认证，。含拔尖创新人才培养计划，3+1十X本硕博贯通制。奉贤校区和徐汇校区）	598	4345	605	0
2023	贵州	理科	本科一批	华东理工大学	机械类	机械类（机械设计制造及其自动化、过程装备与控制工程、智能制造工程机械智能化实验班不招色盲者。过程装备与控制工程专业入选国家一流本科专业建设点、国家特色专业，通过国家工程教育专业认证，建有卓越工程师班。机械设计制造及其自动化专业入选玉家一流本科专业建设点并通过国家工程教育专业认证。奉贤校区和徐汇校区）	594	4876	599	0
2023	贵州	理科	本科一批	华东理工大学	经济学类	经济学类（经济学、金融学全部专业通过国际精英商学院协会AACSB认证。金融学入选国家一流本科专业建设点。奉贤校区和徐汇校区）	593	5008	593	0
2023	贵州	理科	本科一批	华东理工大学	生物工程类	生物工程类（生物工程、生物科学、生物技术、食品科学与工程、食品质量与安全，不招色弱、色盲、嗅觉迟钝者。生物工程、生物技术、生物科学、食品科学与工程入选国家一流本科专业建设点。含拔尖创新人才培养计划，3+1+X本硕博贯通制。奉贤校区和徐汇校区）	593	5008	595	0
2023	贵州	理科	本科一批	华东理工大学	化学类	"应用化学（双学士学位项目不招色弱、色盲、嗅觉迟钝者。""应用化学与生物科学""双学士学位项目。学生达到教学要求后，可获得本科毕业证书和双学十学位证书，工学学十、理学学士。应用化学、生物科学入选国家一流本科专业建设点。奉贤校区和徐汇校区）"	592	5139	606	0
2023	贵州	理科	本科一批	华东理工大学	工科试验班	工科试验班（化学工程与工艺、油气储运工程、精细化工，光电信息材料方向、资源循环科学与工程智慧化工不招色弱、色盲、嗅觉迟钝者。化学工程与工艺、油气储运工程、资源循环科学与工程入选国家一流本科专业建设点，含拔尖创新人才培养计划，3+1+X本硕博贯通制，奉贤校区和徐汇校区）	590	5420	601	0
2023	贵州	理科	本科一批	华东理工大学	物理学类	物理学类（应用物理学、光电信息科学与工程不招色盲者。应用物理学入选国家一流本科专业建设点。奉贤校区和徐汇校区）	589	5565	597	0
2023	贵州	理科	本科一批	华东理工大学	工商管理类	工商管理类（工商管理，商务分析方向、市场营销，大数据营销、人力资源管理，人力资源数据分析方向、会计学，大数据会计、『财务管理，智能财务方向全部专业通过国际精英商学院协会AACSB认证。工商管理，商务分析方向、市场营销，大数据营销、会计学，大数据会计入选国家一流本科专业建设点。奉贤校区和徐汇校区）	588	5724	592	0
2023	贵州	理科	本科一批	华东理工大学	化学类	"化学类（化学、应用化学、轻化工程，不招色弱、色盲、嗅觉迟钝者。化学、应用化学含拔尖创新人才培养计划，3十1+X本硕博贯通制，入选国家一流本科专业建设点、11化学拔尖学生培养基地""，入选教育部基础学科拔尖学生培养计划20基地。奉贤校区和徐汇校区）"	588	5724	591	0
2023	贵州	理科	本科一批	华东理工大学	工科试验班	工科试验班（能源与动力工程、环境工程、储能科学与工程能源与环境不招色弱、色盲、嗅觉迟钝者。能源与动力工程、环境工程入选国家一流本科专业建设点。环境工程入选国家特色专业、通过国家工程教育专业认证。建有卓越工程师班。奉贤校区和徐汇校区）	588	5724	594	0
2023	贵州	理科	本科一批	华东理工大学	材料类	材料类（无机非金属材料工程、高分子材料与工程、高分子材料与工程，集成电路材料方向、复合材料与工程、新能源材料与器件、材料化学绿色与能源催化方向不招色弱、色盲、觉迟钝者。高分子材料与工程、无机非金属材料工程、复合材料与工程、新能源材料与器件入选国家一流本科专业建设点。高分子材料与工程含拔尖创新人才培养计划，3+1+X本硕博贯通制和卓越工程师班。材料化学入选教育部基础学科拔尖学生培养计划20基地。奉贤校区和徐汇校区）	587	5863	588	0
2023	贵州	理科	本科一批	华东理工大学	计算机类	计算机科学与技术（不招不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者）	581	6740	581	0
2023	贵州	理科	本科一批	华东理工大学	机械类	过程装备与控制工程（不招色盲者）	575	7709	575	0
2023	贵州	理科	本科一批	华东理工大学	材料类	新能源材料与器件（不招色弱、色盲、觉迟钝者）	575	7709	575	0
2023	贵州	理科	本科一批	华东理工大学	食品科学与工程类	食品科学与工程（不招色弱、色盲、觉迟钝者）	571	8400	571	0
2023	贵州	文科	本科一批	华东理工大学	公共管理类	行政管理	601	2083	601	0
2023	贵州	文科	本科一批	华东理工大学	外国语言文学类	英语（不招口吃、听力障碍，两耳听力均在3米以内，或一耳听力在5米另一耳全聋者，英语）	599	2212	599	0
2023	贵州	理科	本科一批	中央财经大学	金融学类	金融学类（金融学、金融工程、金融科技、金金融学，北京外国语大学英语专业联培）	619	2289	654	0
2023	贵州	理科	本科一批	中央财经大学	管理科学与工程类	大数据管理与应用（许国志大数据英才班）	615	2617	620	0
2023	贵州	理科	本科一批	中央财经大学	统计学类	统计学类（经济统计学、统计学、应用统计学、数据科学与大数据技术、统计学，统计学、金融学双学位项目）	613	2783	618	0
2023	贵州	理科	本科一批	中央财经大学	金融学类	精算学	606	3459	617	0
2023	贵州	理科	本科一批	中央财经大学	财政学类	财政学类（财政学、税收学、资产评估、财政学，财政基础理论基地班、税收学，全球税收治理菁英班）	604	3662	615	0
2023	贵州	理科	本科一批	中央财经大学	工商管理类	工商管理类（会计学、财务管理会计学院）	602	3876	617	0
2023	贵州	理科	本科一批	中央财经大学	金融学类	投资学	600	4112	606	0
2023	贵州	理科	本科一批	中央财经大学	金融学类	保险学	599	4233	604	0
2023	贵州	理科	本科一批	中央财经大学	工商管理类	工商管理类（工商管理、市场营销，大数据营销、人力资源管理、供应链管理，商学院）	598	4345	599	0
2023	贵州	理科	本科一批	中央财经大学	电子商务类	电子商务类（电子商务，商务智能、信息管理与信息系统，数据分析与管理）	597	4482	600	0
2023	贵州	文科	本科一批	中央财经大学	金融学类	金融学类（金融学、金融学，北京外国语大学英语专业联培）	643	289	644	0
2023	贵州	文科	本科一批	中央财经大学	工商管理类	工商管理类（会计学、财务管理会计学院）	641	328	641	0
2023	贵州	文科	本科一批	中央财经大学	财政学类	财政学类（财政学、税收学）	636	442	637	0
2023	贵州	文科	本科一批	中央财经大学	工商管理类	工商管理类（工商管理、市场营销，大数据营销、人力资源管理、供应链管理，商学院）	635	466	635	0
2023	贵州	文科	本科一批	中央财经大学	法学类	法学（卓越法治人才教育培养计划）	634	495	636	0
2023	贵州	文科	本科一批	中央财经大学	社会学类	社会学类（社会学，经济社会学、社会工作，金融领域）	633	519	633	0
2023	贵州	文科	本科一批	中央财经大学	工商管理类	文化产业管理	632	548	632	0
2023	贵州	文科	本科一批	中央财经大学	公共管理类	公共管理类（行政管理、公共事业管理、城市管理、巨国际政治）	632	548	633	0
2023	贵州	理科	本科一批	哈尔滨工程大学	电子信息类	电子信息类（电子信息工程、通信工程）	591	5275	591	0
2023	贵州	理科	本科一批	哈尔滨工程大学	海洋工程类	海洋工程类（船舶与海洋工程、港口航道与海岸工程、海洋机器人）	590	5420	596	0
2023	贵州	理科	本科一批	哈尔滨工程大学	计算机类	软件工程（国家特色示范学院不招单色异常考生，后两年学费16000元／年）	589	5565	592	0
2023	贵州	理科	本科一批	哈尔滨工程大学	自动化类	自动化类（自动化、电气工程及其自动化、测控技术与仪器、探测制导与控制技术、机器人工程、人工智能）	588	5724	589	0
2023	贵州	理科	本科一批	哈尔滨工程大学	能源动力类	能源动力类（能源与动力工程、轮机工程）	588	5724	589	0
2023	贵州	理科	本科一批	哈尔滨工程大学	机械类	智能制造工程	586	6011	586	0
2023	贵州	理科	本科一批	哈尔滨工程大学	航空航天类	航空航天类（飞行器设计与工程、飞行器动力工程、工程力学、土木工程）	585	6159	586	0
2023	贵州	理科	本科一批	哈尔滨工程大学	机械类	机械类（机械设计制造及其自动化、工业设计）	585	6159	587	0
2023	贵州	理科	本科一批	哈尔滨工程大学	材料类	新能源材料与器件	585	6159	585	0
2023	贵州	理科	本科一批	哈尔滨工程大学	管理科学与工程类	大数据管理与应用（不招单色异常考生）	585	6159	586	0
2023	贵州	理科	本科一批	哈尔滨工程大学	核工程类	核工程与核技术	584	6294	588	0
2023	贵州	理科	本科一批	东北师范大学	数学类	数学类（数学与应用数学、统计学自由校区）	579	7072	588	0
2023	贵州	理科	本科一批	东北师范大学	物理学类	物理学类（物理学、电子信息科学与技术、材料物理自由校区）	564	9737	577	0
2023	贵州	理科	本科一批	东北师范大学	生物科学类	生物科学类（生物科学、生物技术自由校区）	564	9737	564	0
2023	贵州	理科	本科一批	东北师范大学	教育学类	教育学类（教育学、小学教育、学前教育，师范，自由校区）	562	10175	577	0
2023	贵州	理科	本科一批	东北师范大学	经济学类	经济学类（金融学、会计学人力资源管理、经济学、市场营销，净月校区）	559	10816	562	0
2023	贵州	理科	本科一批	东北师范大学	环境科学与工程类	环境科学与工程类（环境科学、环境工程、生态学，净月校区）	558	11032	561	0
2023	贵州	理科	本科一批	东北师范大学	外国语言文学类	德语（师范，净月校区）	552	12333	555	0
2023	贵州	文科	本科一批	东北师范大学	中国语言文学类	汉语言文学（师范自由校区）	620	958	620	0
2023	贵州	文科	本科一批	东北师范大学	马克思主义理论类	马克思主义理论类（思想政治教育、社会学、哲学自由校区）	615	1181	616	0
2023	贵州	文科	本科一批	东北师范大学	经济学类	经济学类（金融学、会计学、人力资源管理、经济学、市场营销，净月校区）	613	1294	615	0
2023	贵州	文科	本科一批	东北师范大学	政治学类	政治学类（国际政治、政治学与行政学、行政管理，净月校区）	612	1346	616	0
2023	贵州	理科	本科一批	南方医科大学	临床医学类	临床医学（本硕博连读）	639	1073	664	0
2023	贵州	理科	本科一批	南方医科大学	临床医学类	临床医学（卓越创新班）	635	1261	635	0
2023	贵州	理科	本科一批	南方医科大学	临床医学类	临床医学	615	2617	634	0
2023	贵州	理科	本科一批	南方医科大学	口腔医学类	口腔医学	612	2867	619	0
2023	贵州	理科	本科一批	南方医科大学	临床医学类	医学影像学	595	4752	601	0
2023	贵州	理科	本科一批	南方医科大学	临床医学类	麻醉学	593	5008	596	0
2023	贵州	理科	本科一批	南方医科大学	中西医结合类	中西医临床医学（创新班）	593	5008	593	0
2023	贵州	理科	本科一批	南方医科大学	生物医学工程类	生物医学工程（本硕连读培养）	587	5863	587	0
2023	贵州	理科	本科一批	南方医科大学	临床医学类	儿科学	586	6011	592	0
